jynxthepokemonofficial,498
savitar_gaming,127
patrickhickeyjr,111
retro_drag0n_claims,95
qu_fi,65
lord_scizor,54
hottoys05,46
red_falco_456,46
fortnitefraud,45
stale.soup_,43
nintendofire,42
gecoliangaming009,41
stateofplay.ly,40
4szn_thrillseekers,38
fraddy_ruger_the_legend,38
just__a__random_guy_,36
all.pokemon.ever,35
qtrgames,35
madgamer23,34
thekingjugg,34
